"http://www.ontologydesignpatterns.org/cp/owl/taskexecution.owl";"79"
"http://www.ontologydesignpatterns.org/cp/owl/fsdas/rtmsmapping.owl";"68"
"http://www.ontologydesignpatterns.org/cp/owl/partof.owl";"76"
"http://www.ontologydesignpatterns.org/cp/owl/naryparticipation.owl";"75"
"http://ontologydesignpatterns.org/cp/owl/tagging.owl";"85"
"http://purl.oclc.org/NET/lldr/ns#";"0"
"http://ontologydesignpatterns.org/cp/owl/parameter.owl";"72"
"http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl";"77"
"http://www.ontologydesignpatterns.org/cp/owl/constituency.owl";"65"
"http://www.ontologydesignpatterns.org/cp/owl/basicplan.owl";"82"
"http://www.ontologydesignpatterns.org/cp/owl/move.owl";"71"
"http://www.ontologydesignpatterns.org/cp/owl/typesofentities.owl";"70"
"http://www.ontologydesignpatterns.org/cp/owl/reaction.owl";"77"
"http://www.ontologydesignpatterns.org/cp/owl/timeindexedclassification.owl";"47"
"http://www.ontologydesignpatterns.org/cp/owl/fsdas/vesselwaterarea.owl";"74"
"http://www.ontologydesignpatterns.org/cp/owl/situation.owl";"80"
"http://ontologydesignpatterns.org/cp/owl/topic.owl";"79"
"http://ontologydesignpatterns.org/cp/owl/sequence.owl";"76"
"http://www.ontology.se/odp/content/owl/ParticipantRole.owl";"80"
