"http://www.ontologydesignpatterns.org/cp/owl/invoice.owl#legalTotals";"['2975cc5eb103d67c04191961ea746824']"
"http://aims.fao.org/aos/v1.0/isPreventedBy";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://www.ontologydesignpatterns.org/cp/owl/linnaeantaxonomy.owl#Kingdom";"['89ff8223b90848bfc795707d197e73bd']"
"http://www.mondeca.com/system/conceptgroup#inGroup";"[]"
"http://www.cs.ubbcluj.ro/~ivpop/ontologies/oopmetrics.owl#hasMetricCategory";"[]"
"http://aims.fao.org/aos/v1.0/hasTranslation";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://www.ontology.se/odp/content/owl/CommunicationEvent#throughMedium";"[]"
"http://www.ontologydesignpatterns.org/cp/owl/topic.owl#hasCoreConcept";"['1fa895674e5cf4f62b69c97e90c9c07d']"
"http://www.ontologydesignpatterns.org/cp/owl/communities.owl";"['1e38d0dee1bfbe48ff4579756b283721', 'cba26b97885972801e98415392116d0e', 'fa5ff974ecbf667aaf70b28cb9c60e2b']"
"http://www.ontologydesignpatterns.org/cp/owl/classification.owl#isClassifiedBy";"['0a9a9329599773b8159d52523ab68719', '2fa677db9a70f27ec83ba54af00fff18', '37e53282f58f126ebeb2e251572b45e7', '38521598234062fff1b97201d52abce5', '47d0bd12dda7329bd23ff6fe59c7e037', '4e833d590500d83e59d901ee376d1188', '5a42c8d0f90cf4339dca0f0e124a0732', '5dd42ab89d3b3ac65b493ded0381503c', '7257e0da250737f2af76220ce65c0d71', '823cda345876b8a44502f179482577af', '9026455f8b90f16c8b3c85c846dc5fb9', '957b41e165280b0cb319ada71893d933', '9e56332048daa312264e7b56738273d8', 'a64b202ed6035bcfab2df3011d5c994f', 'adf7d9d20682b516a46e57349c3528f3', 'd2d1fdcb05da6eadc2f9b0e27e1af473', 'f13d4c074e4a7bad45c607ebcca70e13']"
"http://aims.fao.org/aos/v1.0/hasSymptom";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://www.ontologydesignpatterns.org/cp/owl/observation.owl#isParameterOf";"['0a724591f502dd1ddc8fd0c8394f490b', '4db7c55532638154f2f1c97b608e6c09', '7257e0da250737f2af76220ce65c0d71', '7c1588f8809aad86ced6aff566885e08', 'b5645a949067b03fd509a892e5ed7a80', 'c926d22eb49788382ffc87a5942f7fb3', 'ed4586d2d49e106e9409d6cc0eeae835']"
"http://www.ontology.se/odp/content/owl/CommunicationEvent#CommunicationEventRole";"[]"
"http://www.ontologydesignpatterns.org/cp/owl/set.owl#Set";"[]"
"http://aims.fao.org/aos/v1.0/isTaxonomicLevelOf";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://ontologydesignpatterns.org/ekp/owl/EthnicGroup.owl#linksToCity";"[]"
"http://www.ontologydesignpatterns.org/cp/owl/fsdas/aquaticresourceobservation.owl#ofHorizontalDistribution";"['c926d22eb49788382ffc87a5942f7fb3', 'ed4586d2d49e106e9409d6cc0eeae835']"
"http://aims.fao.org/aos/v1.0/productOf";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://www.ontologydesignpatterns.org/cp/owl/fsdas/verticaldistribution.owl";"['1e38d0dee1bfbe48ff4579756b283721', 'c926d22eb49788382ffc87a5942f7fb3', 'ed4586d2d49e106e9409d6cc0eeae835']"
"http://www.ontologydesignpatterns.org/cp/owl/controlflow.owl#EndingTask";"['ffd92acef6c18ca28b469db3acb5d191']"
"http://www.ontologydesignpatterns.org/cp/owl/descriptionandsituation.owl#satisfies";"['37e53282f58f126ebeb2e251572b45e7', '7257e0da250737f2af76220ce65c0d71', '9e56332048daa312264e7b56738273d8', 'a7a9d1bdd3630b69b25f20a102378e48']"
"http://www.ontologydesignpatterns.org/cp/owl/planconditions.owl#isPostconditionOf";"['7c1588f8809aad86ced6aff566885e08']"
"http://www.ontologydesignpatterns.org/cp/owl/controlflow.owl#BranchingTask";"['ffd92acef6c18ca28b469db3acb5d191']"
"http://www.ontologydesignpatterns.org/cp/owl/fsdas/catchrecord.owl#countryOfRecord";"['c926d22eb49788382ffc87a5942f7fb3', 'ed4586d2d49e106e9409d6cc0eeae835']"
"http://aims.fao.org/aos/v1.0/isBeneficialFor";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://aims.fao.org/aos/v1.0/essiveRelationship";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://www.ontologydesignpatterns.org/cp/owl/descriptionandsituation.owl";"['1e38d0dee1bfbe48ff4579756b283721', '37e53282f58f126ebeb2e251572b45e7', '9e56332048daa312264e7b56738273d8', 'a7a9d1bdd3630b69b25f20a102378e48', 'b4d790c6fd52d1029938cbe4a1372513']"
"http://www.semanticweb.org/owlapi#nodeID";"['41f0ed9d99d6165d77cf936570e7926a', 'b9ce23250e20b77b5300e437a5f58a05']"
"http://ontologydesignpatterns.org/ekp/owl/EthnicGroup.owl#linksToAdministrativeRegion";"[]"
"http://www.ontologydesignpatterns.org/cp/owl/componency.owl#isComponentOf";"['7af237fe37029d3b468e0acdf9639670', 'bdb6b0953b51e3f7271c42ebed473ab0']"
"http://www.ontology.se/odp/content/owl/CommunicationEvent#isDurationOfEvent";"[]"
"http://www.cs.ubbcluj.ro/~ivpop/ontologies/oopmetrics.owl#OOPMetric";"[]"
"http://www.ontologydesignpatterns.org/cp/owl/fsdas/speciesfactsheets.owl#foundIn";"['c926d22eb49788382ffc87a5942f7fb3', 'ed4586d2d49e106e9409d6cc0eeae835']"
"http://aims.fao.org/aos/v1.0/hasBiologicalControlAgent";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://www.ontologydesignpatterns.org/cp/owl/transition.owl#isInitialSituationIncludedIn";"['8f8f60c8efaafde59630d3a1a3a9401b']"
"http://www.garcia-castro.com/#me";"[]"
"http://aims.fao.org/aos/v1.0/includesOrder";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://www.ontologydesignpatterns.org/cp/owl/description.owl#isConceptUsedIn";"['38521598234062fff1b97201d52abce5', '5cd725b14ff38ceaa686b4f2036d23ea', '5f8290c06e0043674472fb0df9eef099', '9026455f8b90f16c8b3c85c846dc5fb9', 'a1262af7bdd51f5290720ee369f065d6']"
"http://aims.fao.org/aos/v1.0/c_classification_scheme";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://www.ontologydesignpatterns.org/cp/owl/basicplandescription.owl#Plan";"['5f8290c06e0043674472fb0df9eef099', '7c1588f8809aad86ced6aff566885e08', 'a64b202ed6035bcfab2df3011d5c994f']"
"http://www.ontologydesignpatterns.org/cp/owl/fsdas/gearspecies.owl#isCaughtByGearType";"['c6a863769b3251ab0475fbd5b585395e', 'c926d22eb49788382ffc87a5942f7fb3', 'ed4586d2d49e106e9409d6cc0eeae835']"
"http://www.ontologydesignpatterns.org/cp/owl/topic.owl#isSubTopicOf";"['1fa895674e5cf4f62b69c97e90c9c07d', 'f13d4c074e4a7bad45c607ebcca70e13']"
"http://aims.fao.org/aos/v1.0/isProcessFor";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://www.ontologydesignpatterns.org/cp/owl/participation.owl#Event";"['2fa677db9a70f27ec83ba54af00fff18', '47d0bd12dda7329bd23ff6fe59c7e037', '5feed2955c072959d177faf1486fb944', '89ff8223b90848bfc795707d197e73bd', '8f8f60c8efaafde59630d3a1a3a9401b', '9645a350e31aed479a8def5110d78e02', '97a3a43eeabef5b5f9ca5d4c942ab5cd', 'b9ce23250e20b77b5300e437a5f58a05', 'd6903d007caa070cb2586baf3c35bb8f']"
"http://criteria-modeling.googlecode.com/svn/trunk/criterion_setter.owl#setsCriterion";"[]"
"http://www.ontologydesignpatterns.org/cp/owl/timeindexedpartof.owl";"['1e38d0dee1bfbe48ff4579756b283721', '8d827d59f061abbb7a07de2ad712348a']"
"http://aims.fao.org/aos/v1.0/hasComposition";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://aims.fao.org/aos/v1.0/hasStemmedForm";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://aims.fao.org/aos/v1.0/afflicts";"['6b82943493741a0f956d7e0d487b8a1e', '70f0ac725bf6a0861e4cd0a8f6e34c35', 'f0c934c215a6991b9d1f347d71df17a1']"
"http://www.ontology.se/odp/content/owl/CommunicationEvent#hasValidContactMechanism";"[]"
